movieId_Old,title,genres,release_year,description,directors,country,duration,image,video_id,subscription_required,tags,check,url,movieId
594,Snow White and the Seven Dwarfs,"Animation, Children, Drama, Fantasy, Musical",1937,"The beautiful and kindhearted princess Snow White charms every creature in the kingdom except one - her jealous stepmother, the Queen. When the Magic Mirror proclaims Snow White the fairest one of all, she must flee into the forest, where she befriends the lovable seven dwarfs - Doc, Sneezy, Grumpy, Happy, Bashful, Sleepy, and Dopey. But when the Queen tricks Snow White with a poisoned apple and falling into a deep sleep, only the magic of true love's kiss can awaken her.","William Cottrell, David Hand, Wilfred Jackson, Larry Morey, Perce Pearce, Ben Sharpsteen",United States,83,movie_images/Movie527 Snow White and the Seven Dwarfs.jpg,TbiPcMCz0Ek,0,most popular,TRUE,https://www.youtube.com/watch?v=TbiPcMCz0Ek,500
595,Beauty and the Beast,"Animation, Children, Fantasy, Musical, Romance, IMAX",1991,"Having lived a life in selfishness, young Prince Adam is cursed by a mysterious enchantress to having the appearance of a monstrous beast. His only hope is to learn to love a young woman and earn her love in return in order to redeem himself. Ten years later, his chance shows itself when a young maiden named Belle (Paige O'Hara) offers to take her ill father Maurice's (Rex Everhart's) place as his prisoner. With help from the castle's enchanted staff, Belle learns to appreciate her captor and immediately falls in love with him. Back in the village however, unscrupulous hunter Gaston (Richard White) has his own plans for Belle.","Gary Trousdale, Kirk Wise","United States, Japan",84,movie_images/Movie528 Beauty and the Beast.jpg,e3Nl_TCQXuw,0,most popular,TRUE,https://www.youtube.com/watch?v=e3Nl_TCQXuw,501
596,Pinocchio,"Animation, Children, Fantasy, Musical",1940,"Inventor Geppetto creates a wooden marionette called Pinocchio. His wish for Pinocchio to be a real boy is unexpectedly granted by a fairy. The fairy assigns Jiminy Cricket to act as Pinocchio's ""conscience"" and keep him out of trouble. Jiminy is not too successful in this endeavor and most of the film is spent with Pinocchio deep in trouble.","Norman Ferguson, T. Hee, Wilfred Jackson, Jack Kinney, Hamilton Luske, Bill Roberts, Ben Sharpsteen",United States,88,movie_images/Movie529 Pinocchio.jpg,Z4ArXSwALDU,0,most popular,TRUE,https://www.youtube.com/watch?v=Z4ArXSwALDU,502
597,Pretty Woman,"Comedy, Romance",1990,"Replete with extreme wealth and suave good looks, Edward Lewis could seemingly have any woman he wants, a committed significant other needed on his arm at social events to further how he makes his money as a corporate raider, but since he focuses more on his corporate-raiding pursuits with his lawyer of 10 years and partner-in-crime Philip Stuckey than any woman, every significant other he's had in his life has felt neglected and eventually left him, the fact of which he is just realizing. In Beverly Hills, still in need of a woman on his arm as he and Philip work toward taking over a company owned by the increasingly insolvent James Morse, he decides, from a chance encounter, to hire Hollywood Boulevard hooker Vivian Ward as his escort for the week. It makes sense: a professional who would be committed to the work without having any relationship issues after the week is done. Beyond their chance encounter, he also makes this decision because she surprises him about how unhookerish she is in certain respects. Vivian, relatively new to Los Angeles and the business, must still look and act the part, with Edward, beyond giving her money, leaving her largely to her own devices to do so. She finds a somewhat-unlikely Henry Higgins in Barney Thompson, manager of the Beverly Wilshire Hotel where Edward is staying. Barney draws that fine line of keeping the hotel's upscale clients happy while maintaining the posh decorum of the upper class, which does not include people to the hotel looking for rooms with hourly rates. As Barney and his associates are able to transform Vivian into a Cinderella, the questions become whether Vivian can go back to her Hollywood Boulevard life and whether she does have her Prince Charming beyond this week in the form of Edward (or anyone else) who truly does see her as Cinderella as opposed to a Hollywood Boulevard streetwalker.",Garry Marshall,United States,119,movie_images/Movie530 Pretty Woman.jpg,2EBAVoN8L_U,0,new movies,TRUE,https://www.youtube.com/watch?v=2EBAVoN8L_U,503
599,"Wild Bunch, The","Adventure, Western",1969,"It's 1913, and the ""traditional"" American West is dying. Amongst the inhabitants of this dying era are a gang known as ""the wild bunch."" After a failed railroad office robbery, the gang heads to Mexico to do one last job. Seeing their times and lives drifting away in the 20th century, the gang takes the job and ends up in a brutally violent last stand against their enemies deemed to be corrupt, in a small Mexican town ruled by a ruthless general.",Sam Peckinpah,United States,145,movie_images/Movie531 The Wild Bunch.jpg,kdy0t_8mQBw,0,most popular,TRUE,https://www.youtube.com/watch?v=kdy0t_8mQBw,504
600,Love and a .45,"Action, Comedy, Crime",1994,"Watty Watts (Gil Bellows) has made a living out of robbing convenience stores, but after one of these jobs turned into murder by his partner, the psychopath Billy Mack Black (Rory Cochrane), he is on the run with his fiancé Starlene Cheatham (Renée Zellweger) and with both Billy Mack, the Police, and some loan sharks on his trail. Their plan is to go to Mexico, but before they do that, they want to get married and visit Starlene's parents.",C.M. Talkington,United States,101,movie_images/Movie532 Love and a .45.jpg,ulbbDHWHg1c,0,new movies,TRUE,https://www.youtube.com/watch?v=ulbbDHWHg1c,505
603,"Bye Bye, Love",Comedy,1995,"This is a story about the breakup of the family. In particular, it focuses on the lifestyle of three divorced men. The film is presented from their perspective and it reveals their relationship with their children, ex-wives, girl friends, male friendships, and their identities as divorced men. In addition to dealing with divorce, the film touches on spousal loss and young adult homelessness. The film can be considered a social commentary that is both comical and emotional.",Sam Weisman,United States,106,movie_images/Movie533 Bye Bye Love.jpg,aF0ws2vpSw4,1,most popular,TRUE,https://www.youtube.com/watch?v=aF0ws2vpSw4,506
605,One Fine Day,"Drama, Romance",1996,"Melanie Parker, an architect and mother of Sammy, and Jack Taylor, a newspaper columnist and father of Maggie, are both divorced. They meet one morning when overwhelmed Jack is left unexpectedly with Maggie and forgets that Melanie was to take her to school. As a result, she and Sammy miss their school field trip and are stuck with their parents. Melanie and Jack project their negative stereotypes of ex-spouses on each other but end up needing to rely on each other to watch Sammy and Maggie as each must save his job. Humor is added by Sammy's propensity for lodging objects in his nose and Maggie's tendency to wander.",Michael Hoffman,United States,108,movie_images/Movie534 One Fine Day.jpg,BJjj_v33mTs,1,most popular,TRUE,https://www.youtube.com/watch?v=BJjj_v33mTs,507
610,Heavy Metal,"Action, Adventure, Animation, Horror, Sci-Fi",1981,"As Loc-Nar, a pulsating green orb from deep space, finds its way into the Earth, a multifaceted story of cosmic malice that transcends the strict boundaries of our universe unfolds. No one knows the origin of the floating crystalline sphere; however, all those who have encountered mystical Loc-Nar--men and women across galaxies and dimensions--have fallen prey to the corrosive power of the ancient, green-hued entity. As the tentacles of the parasitic intergalactic force spread across time and space, the question remains. Who can stand in the way of pure evil? Will a noble defender answer humankind's urgent call for help?","Gerald Potterton, John Bruno, John Halas, Julian Harris, Jimmy T. Murakami, Barrie Nelson, Paul Sabella, Jack Stokes, Pino Van Lamsweerde, Harold Whitaker","United Kingdom, Canada, United States",86,movie_images/Movie538 Heavy Metal.jpg,rKHYv2r4m6k,0,most popular,TRUE,https://www.youtube.com/watch?v=rKHYv2r4m6k,508
612,"Pallbearer, The",Comedy,1996,"Chaos unfolds as Tom is roped into being a pallbearer (and delivering the eulogy!) by the mother of a recently deceased ""friend"" from high school that he just can't remember. In the meantime, an unrequited love from high school (NOT the dead guy's girlfriend) reappears in his life.",Matt Reeves,United States,98,movie_images/Movie540 The Pallbearer.jpg,8e9fp9TAJCY,0,most popular,TRUE,https://www.youtube.com/watch?v=8e9fp9TAJCY,509
613,Jane Eyre,"Drama, Romance",1996,"Jane Eyre is an orphan cast out as a young girl by her aunt, Mrs. Reed, and sent to be raised in a harsh charity school for girls. There she learns to become a teacher and eventually seeks employment outside of the school. Her advertisement is answered by the housekeeper of Thornfield Hall, Mrs. Fairfax.",Franco Zeffirelli,"France, Italy, United Kingdom, United States",112,movie_images/Movie541 Jane Eyre.jpg,8IFsdfk3mlk,0,most popular,TRUE,https://www.youtube.com/watch?v=8IFsdfk3mlk,510
614,Loaded,"Drama, Thriller",1994,"Seven teenagers retreat to a country house for the weekend to make their epic, an impossibly ambitious Celtic fantasy. As the making of the video drifts from playful hilarity to argument, frustrated ambition and accusation, intimate details seep into the script and the gap between fact and fiction closes, foreshadowing later events. When the group decides to lift the mood with an Acid-inspired initiation, secret dreams and fears are revealed, and pent-up emotions released, with all their youthful intensity and passion.",Anna Campion,"New Zealand, United Kingdom",108,movie_images/Movie542 Loaded.jpg,VOP04E5RK5M,1,most popular,TRUE,https://www.youtube.com/watch?v=VOP04E5RK5M,511
615,Bread and Chocolate (Pane e cioccolata),"Comedy, Drama",1974,Italian immigrant tries to become a member of Swiss society but fails as a waiter and even as a chicken plucker. He then becomes involved with shady wealthy character and tries to hide his Italian identity. He refuses to give up no matter how awful his situation.,Franco Brusati,Italy,100,movie_images/Movie543 Bread and Chocolate.jpg,eM4r27n63AQ,0,most popular,TRUE,https://www.youtube.com/watch?v=eM4r27n63AQ,512
616,"Aristocats, The","Animation, Children",1970,"Retired opera star Adelaide Bonfamille enjoys the good life in her Paris villa with even classier cat Duchess and three kittens: pianist Berlioz, painter Toulouse and sanctimonious Marie. When loyal butler Edgar overhears her will leaves everything to the cats until their death, he drugs and kidnaps them. However retired army dogs make his sidecar capsize on the country. Crafty stray cat Thomas O'Malley takes them under his wing back to Paris. Edgar tries to cover his tracks and catch them at return, but more animals turn on him, from the cart horse Frou-Frou to the tame mouse Roquefort and O'Malley's jazz friends.",Wolfgang Reitherman,United States,78,movie_images/Movie544 The Aristocats.jpg,zDCPJ3FH8hA,1,most popular,TRUE,https://www.youtube.com/watch?v=zDCPJ3FH8hA,513
617,"Flower of My Secret, The (La flor de mi secreto)","Comedy, Drama",1995,"Leo Macias writes sentimental novels with great success but hidden under a pseudonym, Amanda Gris. She is unhappy with her professional life and with her husband, a soldier working in Brussels and Bosnia that is never at home. She will try anything to change her life.",Pedro Almodóvar,"Spain, France",103,movie_images/Movie545 The Flower of My Secret.jpg,HbH33x6Kas8,0,most popular,TRUE,https://www.youtube.com/watch?v=HbH33x6Kas8,514
619,Ed,Comedy,1996,"Farm boy Jack Cooper is drafted into the minor league Santa Rosa Rockets as a pitcher because of his rocket arm. He being drafted is despite he not having organized baseball experience at any level. He is nicknamed ""Deuce"" by his fellow players as the two finger signal is the catcher's sign to throw a curve ball, Coop's favorite and most killer pitch. But in the early going, Coop demonstrates that he chokes under pressure as throwing his famous curve ball usually results in an out-of-the-park home run. Kirby, the son of the team owner, purchases a chimpanzee as the team mascot, who the team members name Ed Sullivan. The coach, Chubb, ""decides"" that Ed will room with Coop, a move not without ulterior motives. Ed ends up being an overgrown kid in mentality, which makes him a pain for Coop to manage, leading to one misadventure after another for the pair. Ed not only is a fan of baseball, but has a rocket arm of his own. As such, Chubb also decides to use Ed as a player at third base, a move which galvanizes the team on their march toward the pennant. But when something happens to Ed, Coop has to try to save him, his friend and roommate, which may jeopardize his major league prospects. Through it all, Coop begins a romance with his next door neighbor, single mom Lydia, whose precocious adolescent daughter Lizzie, who along with Ed, seems know what's better for Lydia and Coop than they do.",Bill Couturié,United States,94,movie_images/Movie546 Ed.jpg,neuJS2_WPYI,0,new movies,TRUE,https://www.youtube.com/watch?v=neuJS2_WPYI,515
620,Scream of Stone (Cerro Torre: Schrei aus Stein),Drama,1991,"A meeting of two world famous climbers, one an experienced mountaineer (Roccia), the other a sport climber (Martin), results in a bet on which of the two is the best climber. Roccia states that Martin wouldn't survive on a 'real' climbing expedition, although he is the indoor 'world champion'. Then they both plan to climb the 'Cerro Torre' in the Patagonia region of South America, near the Argentinian/Chilean border, one of the world's most difficult mountains, especially considering the extreme weather conditions in the area. The journalist Ivan, using the rivalry for media exploitation, is joining them and reporting. The rivalry among the two men results eventually in the death of a common friend. Martin claims to have been at the top of 'Cerro Torre', but can't proof it. Then Martin 'steals' Roccia's girlfriend (Katrina), who feels lonely and under appreciated by Roccia. After some time the two men meet again at 'Cerro Torre' and the rivalry results in a 'climb against time' in which Martin and Roccia each attempt different routes up the mountain in a race to the summit. But they're in for a surprise...",Werner Herzog,"Germany, France, Canada, Italy, Argentina, United Kingdom, South Africa",105,movie_images/Movie547 Scream of Stone.jpg,lGxIuar-CdA,1,most popular,TRUE,https://www.youtube.com/watch?v=lGxIuar-CdA,516
621,My Favorite Season,Drama,1993,"Old woman Berthe leaves her house to live in her daugter Emilie's one. Emilie and her brother Antoine have fallen out three years ago and have not seen each other since, but Emilie invites him for Christmas. Memories will come up, and will be depicted both Berthe's destiny and the strange relationship between Emilie and Antoine.",André Téchiné,France,127,movie_images/Movie548 My Favorite Season.jpg,z7tbO3dwri0,0,most popular,TRUE,https://www.youtube.com/watch?v=z7tbO3dwri0,517
626,"Thin Line Between Love and Hate, A",Comedy,1996,"An observable, fast-talking party man Darnell Wright, gets his punishment when one of his conquests takes it personally and comes back for revenge in this 'Fatal Attraction'-esque comic thriller.",Martin Lawrence,United States,108,movie_images/Movie549 A Thin Line Between Love and Hate.jpg,pKo_j8OuWAQ,0,most popular,TRUE,https://www.youtube.com/watch?v=pKo_j8OuWAQ,518
627,"Last Supper, The","Drama, Thriller",1995,"Jude, Luke, Marc, Paulie and Pete are liberal-minded roommates and grad students at a Iowa post-secondary institution. Every Sunday for the past year, they have hosted a dinner party, inviting a friend over to have an open-minded discussion about whatever topics are of interest. On a dark and stormy night when Pete was supposed to bring a friend for one of those dinners, he instead comes home with Zachary Cody, who rescued a stranded Pete whose car broke down. They invite Zach to stay for dinner instead of Pete's missing friend. They soon find out that Zach is among other things a racist neo-Nazi, which brings up a potentially dangerous situation for Jewish Marc and black Luke. After some physical altercations and verbal threats, Marc ends up stabbing Zach dead out of what he considers self-defense. As the friends discuss what to do about Zach, they finally come to the conclusion that in killing Zach, they have done society a service. So they ponder 'why not invite other ultra-conservatives with extreme views to dinner to do the same to them'? Several dinner parties and deaths later, they think they've hit the jackpot when they meet powerful ultra-conservative broadcaster Norman Arbuthnot, who they invite for dinner. But the friends' plans start to unravel when they can't agree on whether certain of their guests deserve to die. It is also threatened by Sheriff Alice Stanley, who is not looking for the five's victims, but is nevertheless nosing around as she works on a missing girl case.",Stacy Title,United States,92,movie_images/Movie550 The Last Supper.jpg,dBVYteTxR9g,0,tv series,TRUE,https://www.youtube.com/watch?v=dBVYteTxR9g,519
628,Primal Fear,"Crime, Drama, Mystery, Thriller",1996,"When a young man, Aaron, is charged with the horrific murder of Archbishop Rushman, hot-shot Chicago lawyer Martin Vail takes on his defense at no charge. Aaron was a homeless street kid before he was taken in by the Archbishop. He's shy and speaks with a stammer. Vail is convinced that Aaron is innocent but after discovering a video that shows Aaron may have had good reason to want the Archbishop dead, he begins to question that conclusion. When Aaron lashes out at the psychologist examining him another personality, Roy, is revealed. With the trial already underway, Vail cannot change Aaron plea and so has to find a way to introduce his client's condition. Aaron has something of a surprise for him as well.",Gregory Hoblit,United States,129,movie_images/Movie551 Primal Fear.jpg,glWAjoDVH3c,0,new movies,TRUE,https://www.youtube.com/watch?v=glWAjoDVH3c,520
630,Carried Away,"Drama, Romance",1996,"Joseph Svenden is a middle-aged school-teacher who lives on a farm with his dying mother. In his simple life there are no excitements, even in long-time relationship with a widow. However, when seventeen-year-old beauty enrolls in his class, Joseph would soon end up in her arms. After that, Joseph is torn between the passion and feeling that he is doing something wrong.",Bruno Barreto,United States,109,movie_images/Movie552 Carried Away.jpg,CIh7KqQKN9E,0,tv series,TRUE,https://www.youtube.com/watch?v=CIh7KqQKN9E,521
631,All Dogs Go to Heaven 2,"Adventure, Animation, Children, Fantasy, Musical, Romance",1996,"Charlie and Itchy have to return to Earth to find Gabriel's Horn, but along the way they meet up with a young boy named David who ran away from home. And a beautiful Irish setter named Sasha LaFleur sets them straight. But time is running out, and if Charlie is going to secure Gabriel's Horn, he will have to prove himself worthy of his wings by taking on two incredible villains in a hair-raising, breathtaking race to the finish.","Larry Leker, Paul Sabella","United States, France, Canada, Ireland, Thailand, Denmark, Australia, Taiwan, United Kingdom",82,movie_images/Movie553 All Dogs Go to Heaven 2.jpg,muR5N_9p3RY,0,most popular,TRUE,https://www.youtube.com/watch?v=muR5N_9p3RY,522
633,Denise Calls Up,Comedy,1995,"A group of friends in New York, working away at their PCs and laptops, keep in touch exclusively by phone and fax; all are too busy to meet face-to-face. By phone, Gale plays matchmaker for Jerry and Barbara who hit it off beautifully--via phone and fax. Martin gets a telephone call from somebody he has never met: it's Denise, and she has extraordinary news. Tapping away at his computer, he develops a sort of telephonic friendship with Denise. And so it goes as the friends tap, tap, tap away, sharing news, hopes, and dreams--via phone and fax. Finally Gale has an unfortunate encounter with a phone, Denise has more news for Martin, and Frank plans a gala New Year's Eve party--but will he answer the door?",Hal Salwen,United States,80,movie_images/Movie555 Denise Calls Up.jpg,nMsQ2jWom_M,0,most popular,TRUE,https://www.youtube.com/watch?v=nMsQ2jWom_M,523
635,"Family Thing, A","Comedy, Drama",1996,"Earl Pilcher, Jr., runs an equipment rental outfit in Arkansas, lives with his wife and kids and parents, and rarely takes off his gimme cap. His mother dies, leaving a letter explaining he's not her natural son, but the son of a Black woman who died in childbirth. Plus, he has a half-brother Ray, in Chicago, she wants him to visit. Earl makes the trip, initially receiving a cold welcome from Ray and Ray's son, Virgil. His birth mother's sister, Aunt T., an aged and blind matriarch, takes Earl in tow and insists that the family open up to him.",Richard Pearce,United States,109,movie_images/Movie556 A Family Thing.jpg,65tMREjQXAQ,1,new movies,TRUE,https://www.youtube.com/watch?v=65tMREjQXAQ,524
637,Sgt. Bilko,Comedy,1996,"Sgt. Bilko is in charge of the Motor Pool at an Army base. He's also a good-natured con man, providing gambling facilities for the soldiers on base. When an old enemy from his past shows up to inspect his records and steal away his fianceé, Sgt. Bilko has to put his skills to creative use...",Jonathan Lynn,United States,94,movie_images/Movie557 Sgt. Bilko.jpg,lnymWvGgVUw,0,tv series,TRUE,https://www.youtube.com/watch?v=lnymWvGgVUw,525
638,Jack and Sarah,Romance,1995,"Jack (Richard E. Grant) always lands on his feet. He lands on his feet when he marries the beautiful Sarah (Imogen Stubbs). He lands on his feet when he buys a luxurious new house. However, when Sarah goes into labor, he takes a tumble down the stairs and lands on his head. When he comes around, he discovers he is the proud father of a baby girl, but deficient in the spouse department to the tune of one. He hires the help of a novice nanny, but at the end of the day, it's Jack who's left holding the baby.",Tim Sullivan,"United Kingdom, France",110,movie_images/Movie558 Jack & Sarah.jpg,T1PDRMXmGqs,1,new movies,TRUE,https://www.youtube.com/watch?v=T1PDRMXmGqs,526
639,Girl 6,"Comedy, Drama",1996,"This Spike Lee film examines the life of an aspiring actress in New York who becomes upset by the treatment of women in the film industry during one of her screen tests with 'QT.' Out of work and desperate for money, she takes a job as a phone-sex operator. Her female boss is kind, caring, and sensitive--quite a difference from her previous potential employers. Later she gets too engrossed in her work and starts to lose touch with reality, represented by her friend and neighbor Jimmy.",Spike Lee,United States,108,movie_images/Movie559 Girl 6.jpg,EH_vU3mSszw,0,new movies,TRUE,https://www.youtube.com/watch?v=EH_vU3mSszw,527
640,Diabolique,"Drama, Thriller",1996,"The wife and mistress of a cruel school master collaborate in a carefully planned and executed attempt to murder him. The plan goes well until the body, which has been strategically dumped, disappears. The strain starts to tell on the two women as a retired police investigator who is looking into the disappearance on a whim begins to think that they know more than they are telling, and their mental state is not helped when their victim is seen, apparently alive and well by one of the pupils.",Jeremiah S. Chechik,United States,107,movie_images/Movie560 Diabolique.jpg,nKyuPPBWujM,0,most popular,TRUE,https://www.youtube.com/watch?v=nKyuPPBWujM,528
647,Courage Under Fire,"Action, Crime, Drama, War",1996,"The pilot of a rescue copter, Captain Karen Walden, died shortly before her helicopter crew was rescued after it crashed in Desert Storm. It first appears that she made a spectacular rescue of a downed helicopter crew, then held her own crew together to fight off the Iraqis after her copter crashed. Lt. Colonel Serling, who is struggling with his own demons from Desert Storm, is assigned to investigate her worthiness for the Medal of Honor. But some conflicting accounts, from her crew and soldiers in the area, cause him to question whether she deserves it.",Edward Zwick,United States,116,movie_images/Movie561 Courage Under Fire.jpg,9ZQE49MjyYQ,1,new movies,TRUE,https://www.youtube.com/watch?v=9ZQE49MjyYQ,529
650,Moll Flanders,Drama,1996,"The daughter of a thief, young Moll is placed in the care of a nunnery after her mother's execution, but the actions of an abusive priest lead her to rebel as a teenager, and she escapes to the dangerous streets of London. Further misfortunes drive her to accept a job as a prostitute from the conniving Mrs. Allworthy, where she first meets Hibble.",Pen Densham,"United States, Ireland",123,movie_images/Movie563 Moll Flanders.jpg,MRzcKOTnrrs,0,most popular,TRUE,https://www.youtube.com/watch?v=MRzcKOTnrrs,530
651,"Superweib, Das",Comedy,1996,"Franziska is a romantic woman with two children and a husband who is working around the globe as a movie director. When she wants to buy a flat, she gets in contact with Enno Winkel, a fanatic lawyer whose hobby is divorce cases. Before she even realizes what is happening, Enno Winkel initiates her divorce.",Sönke Wortmann,Germany,86,movie_images/Movie564 Das Superweib.jpg,dHYQAlg3wJs,1,new movies,TRUE,https://www.youtube.com/watch?v=dHYQAlg3wJs,531
653,Dragonheart,"Action, Adventure, Fantasy",1996,"When a young male king is torturing everyone in the kingdom, a middle-aged male soldier, a young female, and an elderly male dragon team up to put an end to the king's reign. To do that, they all would have to face some consequences that may change everything.",Rob Cohen,United States,103,movie_images/Movie565 DragonHeart.jpg,iRjSw-4qcgM,0,tv series,TRUE,https://www.youtube.com/watch?v=iRjSw-4qcgM,532
656,Eddie,Comedy,1996,"Edwina ""Eddie"" Franklin (Whoopi Goldberg) is a New York City limousine driver and a fanatical follower of the New York Knicks professional basketball team. The team is struggling with a mediocre record when, in mid-season, ""Wild Bill"" Burgess (Frank Langella), the new owner, as a public relations gimmick, stages an ""honorary coach"" contest, which Eddie wins. The fans love it, so ""Wild Bill"" fires the coach and hires her. She takes the bunch of overpaid prima donnas that make up the team and turns them around. But the owner hopes to move the team, now the darling of the New York City fans, to St. Louis. He may own the team, but it belongs to the city and the fans.",Steve Rash,United States,100,movie_images/Movie566 Eddie.jpg,_iuDUSj5jaI,0,most popular,TRUE,https://www.youtube.com/watch?v=_iuDUSj5jaI,533
659,Purple Noon (Plein soleil),"Crime, Drama, Thriller",1960,"Tom Ripley is sent to Europe by Mr. Greenleaf to fetch his spoiled, playboy son, Philippe, and bring him back home to the States. In return, Tom will receive $5,000. Philippe toys with Tom, pretending he will go back home, but has no intentions of leaving his bride to be, Marge, and honoring his father's wishes. After some time passes, Mr. Greenleaf considers the mission a failure and cuts Tom off. However, he will need all his conman abilities to keep afloat.",René Clément,"France, Italy",118,movie_images/Movie567 Purple Noon.jpg,tWnvLNTzt-k,0,most popular,TRUE,https://www.youtube.com/watch?v=tWnvLNTzt-k,534
661,James and the Giant Peach,"Adventure, Animation, Children, Fantasy, Musical",1996,"James' happy life at the English seaside is rudely ended when his parents are killed by a rhinoceros and he goes to live with his two horrid aunts. Daringly saving the life of a spider he comes into possession of magic boiled crocodile tongues, after which an enormous peach starts to grow in the garden. Venturing inside, he meets not only the spider but a number of new friends including a ladybug and a centipede who help him with his plan to try to get to New York.",Henry Selick,"United Kingdom, United States",79,movie_images/Movie568 James and the Giant Peach.jpg,73ax6ZrcUx4,1,new movies,TRUE,https://www.youtube.com/watch?v=73ax6ZrcUx4,535
662,Fear,Thriller,1996,"Nicole walker is the average 16 year old girl; wants to have fun, and dreams of her Prince Charming. When she and her best friend Margot appear at a party, she meets older bad boy David. Everything seems to be going so well and Nicole and David become a couple. Nicole's family like David and she decides she loves him enough to give herself to him one night after a date. However, as soon as they became official, David has become a possessive and jealous boyfriend. He even beats up one of Nicole's close male friends when he is seen giving her a hug at the end of school. After this dark event Nicole never wants to see David again but he tries his hardest to make sure Nicole will take him back. Soon enough she forgives him and things seem to be going well again until a sick situation involving Nicole's best friend Margot turns to her and David breaking up again. This time David is not taking any chances with not being with Nicole so him and his friends go into her family home and attempt to take Nicole. Will David get Nicole or will she and her family hold back and get rid of David's sick craving for Nicole?",James Foley,"United States, Canada",97,movie_images/Movie569 Fear.jpg,p2AlffKozbg,0,most popular,TRUE,https://www.youtube.com/watch?v=p2AlffKozbg,536
664,Faithful,Comedy,1996,"For their 20th wedding anniversary, Jack gets Maggie a diamond necklace and a hit man. But when Tony shows up and, waiting for the signal from Jack in Connecticut to do the hit, he and Maggie begin to talk - perhaps Tony can come to value Maggie even more than her husband does. And when Jack shows up, things get very tricky.",Paul Mazursky,United States,91,movie_images/Movie571 Faithful.jpg,V_Lx2dcn4rw,0,most popular,TRUE,https://www.youtube.com/watch?v=V_Lx2dcn4rw,537
665,Underground,"Comedy, Drama, War",1995,"The story follows an underground weapons manufacturer in Belgrade during WWII and evolves into fairly surreal situations. A black-marketeer who smuggles the weapons to partisans doesn't mention to the workers that the war is over, and they keep producing. Years later, they break out of their underground ""shelter""--only to convince themselves that the war is still going on.",Emir Kusturica,"Federal Republic of Yugoslavia, France, Germany, Bulgaria, Czechia, Hungary, United Kingdom, United States",170,movie_images/Movie572 Underground.jpg,rYTvmLvLchs,0,most popular,TRUE,https://www.youtube.com/watch?v=rYTvmLvLchs,538
667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite),Action,1996,"After thief Alex Cardo gets caught while stealing an ancient katana in East Asia, he soon finds himself imprisoned and beaten up by the crowd there. Especially one of the guards, Demien, feels upset by Alex appearance and tortures him as often as he gets the opportunity. Alex finds one friend and mentor in the jailhouse, Master Sun, who teaches him a superior fighting style called Iron Hand. When a 'best of the best kumite' is to take place, Demien gets an invitation. Now Master Sun and Alex need to find a way to let Alex take part in the kumite too.","Alan Mehrez, Philip Tan",United States,90,movie_images/Movie573 Bloodsport 2.jpg,MnSyufU_460,0,new movies,TRUE,https://www.youtube.com/watch?v=MnSyufU_460,539
668,Song of the Little Road (Pather Panchali),Drama,1955,"The story of a young boy, Apu, and life in his small Indian village. His parents are quite poor - his father Harihar, a writer and poet, gave away the family's fruit orchard to settle his brother's debts. His sister Durga and an old aunt also still lives with them. His mother Sarbojaya bears the brunt of the family's situation. She scrapes by and sells her personal possessions to put food on the table and has to bear the taunts of her neighbors as Durga is always stealing fruit from their orchard. Things get worse when Harihar disappears for five months and Durga falls ill. Even after Harihar returns, the family is left with few alternatives.",Satyajit Ray,India,125,movie_images/Movie574 Pather Panchali.jpg,KNvVucYbSHE,0,tv series,TRUE,https://www.youtube.com/watch?v=KNvVucYbSHE,540
670,"World of Apu, The (Apur Sansar)",Drama,1959,"Liberated from attachments after Sarbojaya's death in Aparajito (1956), Apu, now a 23-year-old idealist and struggling author, barely scrapes by. And being no longer accountable to anyone, Apu has given up his dreams for lack of financial resources. After all, he is content with a meagre income and a humble roof over his head. But life is unexpected. As Aparna, the delicate sister of university friend Pulu, enters Apu's life, a wonderful, youthful romance changes everything. All his life, death and loss have accompanied Apu on his perpetual odyssey of spirituality and knowledge. Now, a lifetime of joys, hopes, sadness, and tragedies culminates in the most momentous decision of his life. But tragedy cannot define life's mysterious duality. What more could one ask for than a child's charming, wide-eyed smile?",Satyajit Ray,India,105,movie_images/Movie575 The World of Apu.jpg,kCnABec7Rsk,1,most popular,TRUE,https://www.youtube.com/watch?v=kCnABec7Rsk,541
674,Barbarella,"Adventure, Comedy, Sci-Fi",1968,"The year is 4,000. After peaceful floating in zero-gravity, astronaut Barbarella lands on the frozen planet Lythion and sets out to find renowned scientist Durand Durand in the City of Night, Sogo, where a new sin is invented every hour. She encounters such objects as the Excessive Machine, a genuine sex organ on which an expert artist of the keyboard--in this case, Durand Durand himself--can drive a victim to death by pleasure, a lesbian queen who can make her fantasies take form in her Chamber of Dreams, and a group of ladies smoking a giant hookah which dispenses Essence of Man through a poor victim struggling in its glass globe. The special-effects crew constantly impresses.",Roger Vadim,"France, Italy",98,movie_images/Movie578 Barbarella.jpg,ohnblmkufJA,0,new movies,TRUE,https://www.youtube.com/watch?v=ohnblmkufJA,542
